assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
495630,10030,Hexanchus griseus,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Hexanchus,griseus,,,,"(Bonnaterre, 1788)",Near Threatened,A2bd,3.1,Decreasing,Global
500969,11200,Lamna nasus,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,LAMNIDAE,Lamna,nasus,,,,"(Bonnaterre, 1788)",Vulnerable,A2bd,3.1,Decreasing,Global
506633,12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LUTJANIDAE,Lutjanus,cyanopterus,,,,"(Cuvier, 1828)",Vulnerable,A2bd,3.1,Decreasing,Global
516369,135889,Telmatobius sanborni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sanborni,,,,"Schmidt, 1954",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
516500,135968,Chimerella mariaelenae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Chimerella,mariaelenae,,,,"(Cisneros-Heredia &amp; McDiarmid, 2006)",Least Concern,,3.1,Unknown,Global
516817,136015,Pristimantis aquilonaris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,aquilonaris,,,,"Lehr, Aguilar, Siu-Ting and Jordán, 2007",Least Concern,,3.1,Stable,Global
517178,136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Ctenophryne,barbatula,,,,"(Lehr &amp; Trueb, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
517865,136129,Telmatobius punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,punctatus,,,,"Vellard, 1955",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
518002,78526171,Oreobates lehri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Oreobates,lehri,,,,"(Padial, Chaparro &amp; De la Riva, 2007)",Endangered,B1ab(iii),3.1,Unknown,Global
519435,137070,Deltochilum icarus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,icarus,,,,"(Olivier, 1789)",Least Concern,,3.1,Unknown,Global
519628,137079,Anomiopus parallelus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,parallelus,,,,"(Harold, 1862)",Least Concern,,3.1,Unknown,Global
519678,137083,Ateuchus latus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,latus,,,,"(Boucomont, 1928)",Least Concern,,3.1,Unknown,Global
519714,137086,Canthidium calidum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,calidum,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
519876,137095,Canthon divinator,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,divinator,,,,"Gistel, 1857",Data Deficient,,3.1,Unknown,Global
519932,137099,Anomiopus bonariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,bonariensis,,,,"(Bruch, 1925)",Least Concern,,3.1,Unknown,Global
519946,137100,Cryptocanthon nebulinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,nebulinus,,,,"Howden, 1973",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
520010,137106,Anisocanthon pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anisocanthon,pygmaeus,,,,"(Gillet, 1911)",Data Deficient,,3.1,Unknown,Global
520038,137108,Ateuchus euchalceus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,euchalceus,,,,"(Balthasar, 1939)",Data Deficient,,3.1,Unknown,Global
520094,137112,Canthidium luteum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,luteum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
520178,137118,Canthon gemellatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,gemellatus,,,,"Erichson, 1847",Data Deficient,,3.1,Unknown,Global
520220,137121,Scatonomus xanthopygus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scatonomus,xanthopygus,,,,"Pereira, 1954",Data Deficient,,3.1,Unknown,Global
520414,137131,Canthon corpulentus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corpulentus,,,,"Harold, 1868",Vulnerable,B2ab(iii),3.1,Unknown,Global
520644,137149,Sulcophanaeus actaeon,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sulcophanaeus,actaeon,,,,"(Erichson, 1847)",Data Deficient,,3.1,Unknown,Global
520658,137150,Anomiopus smaragdinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,smaragdinus,,,,"(Westwood, 1842)",Least Concern,,3.1,Unknown,Global
520672,137151,Bdelyrus grandis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,grandis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
520792,137160,Canthon podagricus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,podagricus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
520834,137163,Dichotomius nimuendaju,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,nimuendaju,,,,"Luederwaldt, 1925",Least Concern,,3.1,Unknown,Global
520862,137165,Cryptocanthon genieri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,genieri,,,,"Cook, 2002",Near Threatened,,3.1,Unknown,Global
520965,137169,Coprophanaeus terrali,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,terrali,,,,"Arnaud, 2002",Data Deficient,,3.1,Unknown,Global
521007,137172,Dichotomius worontzowi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,worontzowi,,,,"(Pereira, 1942)",Least Concern,,3.1,Unknown,Global
521191,137187,Canthidium viride,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,viride,,,,"(Lucas, 1857)",Least Concern,,3.1,Unknown,Global
521289,137195,Canthon simulans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,simulans,,,,"(Martinez, 1950)",Data Deficient,,3.1,Unknown,Global
521415,137205,Canthon coloratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,coloratus,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
521583,137214,Bdelyrus paraensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,paraensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
521689,137222,Canthidium erythropterum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,erythropterum,,,,"(Lucas, 1857)",Data Deficient,,3.1,Unknown,Global
522020,137241,Canthidium angulicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,angulicolle,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
522174,137252,Anomiopus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,howdeni,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
522503,137274,Canthon luctuosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,luctuosus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
522816,137293,Deltorrhinum batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltorrhinum,batesi,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
522830,137294,Canthidium bokermanni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,bokermanni,,,,"(Martinez, Halffter &amp; Pereira, 1964)",Least Concern,,3.1,Unknown,Global
522942,137302,Dichotomius glaucus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,glaucus,,,,"(Harold, 1869)",Least Concern,,3.1,Unknown,Global
522956,137303,Phanaeus bispinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,bispinus,,,,"Bates, 1868",Least Concern,,3.1,Unknown,Global
523283,137326,Canthidium atomarium,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,atomarium,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
523381,137333,Canthidium latum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,latum,,,,"(Blanchard, 1846)",Least Concern,,3.1,Unknown,Global
523423,137336,Dichotomius crinicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,crinicollis,,,,"(Germar, 1824)",Least Concern,,3.1,Unknown,Global
523492,137339,Uroxys variabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,variabilis,,,,"Robinson, 1951",Least Concern,,3.1,Unknown,Global
523506,137340,Oxysternon macleayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oxysternon,macleayi,,,,"(Nevison, 1892)",Least Concern,,3.1,Unknown,Global
523732,137351,Bdelyrus metaensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,metaensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
523746,137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flabellatum,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
523894,137363,Dichotomius planicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,planicollis,,,,"(Gillet, 1911)",Least Concern,,3.1,Unknown,Global
523998,137367,Scybalocanthon trimaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,trimaculatus,,,,"(Schmidt, 1922)",Least Concern,,3.1,Unknown,Global
524012,137368,Anomiopus nigrocoeruleus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,nigrocoeruleus,,,,"(Martinez, 1955)",Least Concern,,3.1,Unknown,Global
524692,137406,Canthon lituratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,lituratus,,,,"(Germar, 1813)",Least Concern,,3.1,Unknown,Global
524924,137423,Canthon plagiatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,plagiatus,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global
524980,137427,Coprophanaeus gamezi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,gamezi,,,,"Arnaud, 2002",Least Concern,,3.1,Unknown,Global
525036,137431,Ontherus dentatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,dentatus,,,,"Luederwaldt, 1930",Least Concern,,3.1,Unknown,Global
525323,137451,Cryptocanthon andersoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,andersoni,,,,"Cook, 2002",Least Concern,,3.1,Unknown,Global
525513,137465,Canthon quinquemaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quinquemaculatus,,,,"Castelnau, 1840",Least Concern,,3.1,Unknown,Global
525541,137468,Uroxys pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,pygmaeus,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global
525611,137473,Dichotomius horridus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,horridus,,,,"(Felsche, 1911)",Data Deficient,,3.1,Unknown,Global
525653,137476,Canthon smaragdulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,smaragdulus,,,,"(Fabricius, 1781)",Least Concern,,3.1,Unknown,Global
525695,137479,Bdelyrus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,howdeni,,,,"Cook, 1998",Least Concern,,3.1,Unknown,Global
525773,137485,Dichotomius apicalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,apicalis,,,,"(Luederwaldt, 1931)",Least Concern,,3.1,Unknown,Global
525977,137496,Anomiopus pictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,pictus,,,,"(Harold, 1862)",Data Deficient,,3.1,Unknown,Global
526005,137498,Canthidium flavipes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavipes,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
526047,137501,Canthon edentulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,edentulus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
526103,137505,Coprophanaeus pertyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,pertyi,,,,"(d'Olsufieff, 1924)",Least Concern,,3.1,Unknown,Global
526131,137507,Ateuchus murrayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,murrayi,,,,"(Harold, 1868)",Least Concern,,3.1,Unknown,Global
526651,137532,Canthon laminatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,laminatus,,,,"Balthasar, 1939",Least Concern,,3.1,Unknown,Global
526849,137542,Ontherus azteca,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,azteca,,,,"Harold, 1869",Least Concern,,3.1,Unknown,Global
526905,137546,Cryptocanthon campbellorum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,campbellorum,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global
527129,137563,Zonocopris machadoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Zonocopris,machadoi,,,,"Vaz-de-Mello, 2007",Data Deficient,,3.1,Unknown,Global
527157,137565,Ontherus raptor,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,raptor,,,,"Génier, 1996",Least Concern,,3.1,Unknown,Global
527171,137566,Trichillidium quadridens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Trichillidium,quadridens,,,,"(Arrow, 1932)",Least Concern,,3.1,Unknown,Global
527269,137573,Ontherus laminifer,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,laminifer,,,,"Balthasar, 1938",Least Concern,,3.1,Unknown,Global
527283,137574,Canthidium femoratum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,femoratum,,,,"Boucomont, 1935",Least Concern,,3.1,Unknown,Global
527397,137584,Canthon quadripunctatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quadripunctatus,,,,"Redtenbacher, 1867",Vulnerable,B2ab(iii),3.1,Unknown,Global
527411,137585,Canthidium flavicorne,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavicorne,,,,"(Blanchard, 1846)",Data Deficient,,3.1,Unknown,Global
527425,137586,Bdelyrus apaporisae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,apaporisae,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
527509,137592,Anomiopus idei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,idei,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
527531,137594,Canthon corruscans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corruscans,,,,"Castelnau, 1840",Data Deficient,,3.1,Unknown,Global
527819,137607,Canthon lividus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,lividus,,,,"Blanchard, 1846",Least Concern,,3.1,Unknown,Global
527974,137613,Bdelyrus cochabambae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,cochabambae,,,,"Cook, 2000",Data Deficient,,3.1,Unknown,Global
528030,137617,Anomiopus laetus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,laetus,,,,"(Waterhouse, 1891)",Data Deficient,,3.1,Unknown,Global
528100,137622,Onthophagus janthinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,janthinus,,,,"Harold, 1875",Least Concern,,3.1,Unknown,Global
528363,137635,Deltochilum batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,batesi,,,,"Paulian, 1938",Least Concern,,3.1,Unknown,Global
528420,137639,Ontherus hadros,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,hadros,,,,"Génier, 1996",Vulnerable,D2,3.1,Unknown,Global
528490,137644,Canthon helleri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,helleri,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
528667,137654,Canthidium magnum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,magnum,,,,"Harold, 1871",Data Deficient,,3.1,Unknown,Global
528765,137656,Canthidium flavum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavum,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global
528801,137659,Anomiopus birai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,birai,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global
528815,137660,Ateuchus ambiguus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,ambiguus,,,,"Martinez &amp; Martinez, 1990",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
528843,137662,Uroxys lojanus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,lojanus,,,,"Arrow, 1933",Data Deficient,,3.1,Unknown,Global
528899,137666,Canthon heyrovskyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,heyrovskyi,,,,"Balthasar, 1939",Least Concern,,3.1,Unknown,Global
528913,137667,Holocephalus sculptus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Holocephalus,sculptus,,,,"(Gillet, 1907)",Near Threatened,,3.1,Unknown,Global
529053,137677,Gromphas aeruginosa,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gromphas,aeruginosa,,,,"(Perty, 1830)",Least Concern,,3.1,Unknown,Global
529288,137693,Coprophanaeus ohausi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,ohausi,,,,"(Felsche, 1911)",Least Concern,,3.1,Unknown,Global
529511,137705,Dichotomius alyattes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,alyattes,,,,"(Harold, 1880)",Data Deficient,,3.1,Unknown,Global
529774,137720,Deltochilum carinatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,carinatum,,,,"(Westwood, 1837)",Least Concern,,3.1,Unknown,Global
530397,137751,Canthon columbianus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,columbianus,,,,"Schmidt, 1920",Data Deficient,,3.1,Unknown,Global
530509,137760,Canthidium aurichalceum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,aurichalceum,,,,"Preudhomme de Borre, 1886",Data Deficient,,3.1,Unknown,Global
530523,137761,Scatonomus lauropalui,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scatonomus,lauropalui,,,,"Vulcano &amp; Pereira, 1973",Data Deficient,,3.1,Unknown,Global
530579,137765,Dichotomius nutans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,nutans,,,,"(Harold, 1867)",Data Deficient,,3.1,Unknown,Global
530621,137768,Uroxys elongatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,elongatus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global
530649,137770,Ontherus aequatorius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,aequatorius,,,,"Bates, 1891",Least Concern,,3.1,Unknown,Global
530663,137771,Uroxys coarctatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,coarctatus,,,,"Harold, 1867",Least Concern,,3.1,Unknown,Global
530677,137772,Ateuchus carbonarius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,carbonarius,,,,"(Harold, 1868)",Least Concern,,3.1,Unknown,Global
531124,137803,Canthidium sladeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,sladeni,,,,"Arrow, 1903",Least Concern,,3.1,Unknown,Global
531138,137804,Ontherus brevicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,brevicollis,,,,"Kirsch, 1870",Least Concern,,3.1,Unknown,Global
531230,137811,Canthon brunnipennis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,brunnipennis,,,,"Schmidt, 1922",Data Deficient,,3.1,Unknown,Global
531779,137832,Deltochilum cristinae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,cristinae,,,,"(Martínez, 1991)",Data Deficient,,3.1,Unknown,Global
531793,137833,Scybalocanthon darlingtoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,darlingtoni,,,,"(Paulian, 1939)",Near Threatened,,3.1,Unknown,Global
532017,137844,Sulcophanaeus batesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sulcophanaeus,batesi,,,,"(Harold, 1868)",Least Concern,,3.1,Unknown,Global
532129,137852,Scybalocanthon nigellus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,nigellus,,,,"(Schmidt, 1922)",Data Deficient,,3.1,Unknown,Global
532143,137853,Ontherus irinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,irinus,,,,"Balthasar, 1938",Near Threatened,,3.1,Unknown,Global
532255,137861,Canthidium cavifrons,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,cavifrons,,,,"Balthasar, 1939",Least Concern,,3.1,Unknown,Global
532420,137867,Canthidium viridicolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,viridicolle,,,,"(Blanchard, 1846)",Data Deficient,,3.1,Unknown,Global
532462,137871,Bdelyrus boliviensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,boliviensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
532476,137872,Canthidium abbreviatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,abbreviatum,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global
532574,137879,Ateuchus laevicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,laevicollis,,,,"(Harold, 1868)",Data Deficient,,3.1,Unknown,Global
532899,137889,Onthophagus onorei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,onorei,,,,"Zunino &amp; Halffter, 1997",Least Concern,,3.1,Unknown,Global
533042,137899,Bdelyrus triangulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,triangulus,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global
533070,137901,Deltochilum rubripenne,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Deltochilum,rubripenne,,,,"Gory, 1831",Least Concern,,3.1,Unknown,Global
533252,137915,Uroxys monstrosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,monstrosus,,,,"Balthasar, 1940",Data Deficient,,3.1,Unknown,Global
533266,137916,Canthidium manni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,manni,,,,"Arrow, 1913",Least Concern,,3.1,Unknown,Global
533288,137918,Sylvicanthon obscurus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Sylvicanthon,obscurus,,,,"Schmidt, 1920",Data Deficient,,3.1,Unknown,Global
533544,137934,Canthonella gomezi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthonella,gomezi,,,,"(Halffter &amp; Martinez, 1968)",Endangered,B1ab(iii),3.1,Unknown,Global
533572,137936,Ontherus virescens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,virescens,,,,"(Lucas, 1859)",Least Concern,,3.1,Unknown,Global
533586,137937,Dichotomius prietoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,prietoi,,,,"Martinez &amp; Martinez, 1982",Least Concern,,3.1,Unknown,Global
